"Observed"	"Chao1"	"se.chao1"	"ACE"	"se.ACE"	"Shannon"	"Simpson"	"InvSimpson"	"Fisher"	"ID"	"GrazeTime"	"Treatment"	"Year"	"seq"
1041	1115.38596491228	15.6766543723065	1123.77922108838	14.5585058660913	6.25348942141729	0.994457573274585	180.42638171732	315.618107768749	"24H_6_R"	"24H"	"HI"	"2017"	"16S"
947	1021.15555555556	16.4496089431586	1018.46888117321	14.0855367180993	6.20328978980289	0.996121552704499	257.835139634372	276.37995463844	"24H_7_B"	"24H"	"LO"	"2017"	"16S"
745	767.193181818182	7.71393182401317	770.477468520786	12.9876257309239	6.10350116500263	0.996561984822039	290.8654989106	198.852422824564	"24H_7_R"	"24H"	"LO"	"2017"	"16S"
850	942.142857142857	21.1585376292952	917.215710392064	13.8556561444188	6.11873902240163	0.996061863145463	253.927183573629	238.000350728098	"24H_8_B"	"24H"	"NO"	"2017"	"16S"
812	837.971153846154	8.32794092199662	841.379144346395	13.2096345457184	6.15953577601055	0.996511573739011	286.662215332749	223.54540265293	"24H_8_R"	"24H"	"NO"	"2017"	"16S"
808	853.031578947368	12.4226077534851	848.903954381755	13.3507281023471	6.10657350160452	0.996057962639625	253.675931651993	222.042783243415	"24H_9_B"	"24H"	"HI"	"2017"	"16S"
786	826.05	11.3146364977542	825.761787134498	13.1465642586829	6.05639863898057	0.995942838618831	246.477747876025	213.842874395012	"4WK_1_B"	"4WK"	"NO"	"2017"	"16S"
775	801.666666666667	8.95058608434539	799.275776575508	13.1302071590713	6.12205537990759	0.996316282503532	271.464899509479	209.783843761001	"4WK_1_R"	"4WK"	"NO"	"2017"	"16S"
753	790.811111111111	11.1023428003063	791.882389425743	13.2489285432641	6.02707198108757	0.995856495603236	241.341604652572	201.747625140672	"4WK_2_B"	"4WK"	"LO"	"2017"	"16S"
769	815.858974358974	13.3409457479438	807.858281648314	13.3691147499871	6.10202831853325	0.996348284380975	273.843887182848	207.581325321091	"4WK_2_R"	"4WK"	"LO"	"2017"	"16S"
719	761.405797101449	12.7568323018445	752.349527591092	12.9089817982546	5.97379030088182	0.995580830308065	226.286852443122	189.542727585135	"4WK_3_B"	"4WK"	"HI"	"2017"	"16S"
748	792.820895522388	13.3685682722003	779.513512691839	13.1018055585468	6.08017266817335	0.996444644604746	281.265833883951	199.936432235223	"4WK_3_R"	"4WK"	"HI"	"2017"	"16S"
736	777.211267605634	12.4171275892559	768.66770477964	12.9371361432071	5.99735061654735	0.995555683865125	225.006495859471	195.612574903754	"4WK_4_B"	"4WK"	"NO"	"2017"	"16S"
806	874.307692307692	16.9458424037182	862.168876356005	13.673560452369	6.08313993670911	0.99591328933218	244.695570908486	221.292826830824	"4WK_4_R"	"4WK"	"NO"	"2017"	"16S"
880	931.030927835052	13.5211323357665	922.660172623745	13.5338661652948	6.21237043936457	0.99666150681948	299.536331490833	249.642620637543	"4WK_5_B"	"4WK"	"LO"	"2017"	"16S"
682	715.049180327869	10.9550519650023	706.806866364933	12.6373721599582	5.99224250479089	0.995942631773825	246.465182417694	176.557553885438	"4WK_5_R"	"4WK"	"LO"	"2017"	"16S"
823	894.333333333333	17.9889337146269	871.346122602758	13.3636304363341	6.09395150763512	0.995516649257458	223.047461023104	227.696216743504	"4WK_6_B"	"4WK"	"HI"	"2017"	"16S"
593	605.934782608696	6.01495098396112	604.668065645975	12.0108272976047	5.86634182200007	0.995477053213345	221.094796638019	146.594662112175	"4WK_6_R"	"4WK"	"HI"	"2017"	"16S"
781	818.41	10.7870248583236	820.409248961798	13.0676041841251	5.9973319263835	0.995348425168552	214.980955103467	211.994478611116	"4WK_7_B"	"4WK"	"LO"	"2017"	"16S"
658	692.098360655738	11.2034726713848	686.190269654506	12.6605572377085	5.94248458010836	0.995737914315904	234.626911357389	168.300338681027	"4WK_7_R"	"4WK"	"LO"	"2017"	"16S"
795	859.921348314607	16.4106550040137	849.889859776602	13.6768480514124	6.04146880040628	0.995462633161459	220.392142752479	217.184191218797	"4WK_8_B"	"4WK"	"NO"	"2017"	"16S"
600	612.6	5.81882158167892	611.886589301676	12.1274290031313	5.90127270710131	0.995858859546168	241.479372928463	148.885913685477	"4WK_8_R"	"4WK"	"NO"	"2017"	"16S"
761	792.896551724138	9.92229831556713	791.160065203444	12.9782717879746	6.04751659651527	0.995856081913223	241.317511364649	204.657259931064	"4WK_9_B"	"4WK"	"HI"	"2017"	"16S"
527	542.75	7.08172554946705	539.846795077468	11.4259198497734	5.71869161623918	0.99453747454569	183.065508502311	125.546591834443	"4WK_9_R"	"4WK"	"HI"	"2017"	"16S"
820	872.604166666667	13.8498462516677	866.848372819579	13.5283516362636	6.11684673851203	0.996284546569668	269.14615369321	226.561469193324	"PRE_1_B"	"PRE"	"NO"	"2017"	"16S"
449	451.894736842105	2.58293197977234	451.725687608685	10.5403705249759	5.68014086883991	0.995200649186008	208.361513620677	101.983125946793	"PRE_1_R"	"PRE"	"NO"	"2017"	"16S"
765	817.659574468085	13.9244061668935	812.621877763871	13.0964571028241	5.93695115753084	0.994089743754348	169.197401675387	206.117488887356	"PRE_2_B"	"PRE"	"LO"	"2017"	"16S"
899	964.742857142857	15.9461599529669	954.625488855076	13.9623712625489	6.25592387430813	0.996697113709895	302.765494227268	257.121372515685	"PRE_2_R"	"PRE"	"LO"	"2017"	"16S"
781	816.938144329897	10.5527557131265	819.029181671957	13.1329542771962	5.97754321250458	0.994769081854464	191.171028140332	211.994478611116	"PRE_3_B"	"PRE"	"HI"	"2017"	"16S"
902	982.475247524752	18.6531429335593	965.498536585472	14.1580604070676	6.25859449048239	0.99686959289608	319.447268934335	258.309706442903	"PRE_3_R"	"PRE"	"HI"	"2017"	"16S"
608	638.054545454545	10.4675637869953	631.232520705809	12.0784331386728	5.81072696267765	0.994966677934302	198.675941445316	151.518151886334	"PRE_4_B"	"PRE"	"NO"	"2017"	"16S"
1100	1214.69491525424	21.2223121933647	1219.23646779077	15.3174098429226	6.35118844823909	0.996771666560117	309.75734651381	341.286158237401	"PRE_4_R"	"PRE"	"NO"	"2017"	"16S"
661	677.967213114754	6.87034537404967	676.493795241539	12.3960240662467	5.91689973400298	0.995263796011582	211.139554471352	169.325346587542	"PRE_5_B"	"PRE"	"LO"	"2017"	"16S"
776	801.518987341772	8.6606604405391	799.443472279926	13.0624749408693	6.15595295487901	0.996673208336994	300.589908024639	210.151719264272	"PRE_5_R"	"PRE"	"LO"	"2017"	"16S"
764	814.509615384615	13.2232297762918	817.32325616842	13.3866717302163	5.98726660542981	0.995704434974128	232.798245161468	205.752093441851	"PRE_6_B"	"PRE"	"HI"	"2017"	"16S"
777	813.621951219512	11.0657613516146	808.567151047306	12.9855571862502	6.09757031885419	0.996390067072301	277.01345704428	210.519820222688	"PRE_6_R"	"PRE"	"HI"	"2017"	"16S"
722	754.267441860465	10.0257460625474	752.391355611267	12.5063593236014	5.87748579766369	0.993669582447452	157.967462919958	190.609137317851	"PRE_7_B"	"PRE"	"LO"	"2017"	"16S"
864	911	12.8650546543757	902.419800622808	13.5378360901642	6.21733084909994	0.996574306874572	291.911728046303	243.408053911559	"PRE_7_R"	"PRE"	"LO"	"2017"	"16S"
829	892.028846153846	15.5000593967054	885.595513134078	13.6704901378651	6.07651123735589	0.99583581110258	240.142804429354	229.971804553732	"PRE_8_B"	"PRE"	"NO"	"2017"	"16S"
921	965.52	11.6514539379894	966.907199771807	13.7494306459569	6.29660769439287	0.997122268846236	347.495977409832	265.883240126484	"PRE_8_R"	"PRE"	"NO"	"2017"	"16S"
838	890.161290322581	13.8620783338062	881.761660620638	13.3829019426562	6.15377624051751	0.99600409429006	250.256155322288	233.400421613343	"PRE_9_B"	"PRE"	"HI"	"2017"	"16S"
949	1025.81896551724	17.4565665889669	1013.57442855776	14.1394266393668	6.29816708462752	0.996982796213241	331.432700830008	277.193767055292	"PRE_9_R"	"PRE"	"HI"	"2017"	"16S"
1021	1319.61214953271	41.3815981713529	1343.8637348077	18.0190414853877	6.28201117796686	0.995100610788599	204.107074749853	431.677178094922	"1WK_1_B"	"1WK"	"NO"	"2018"	"16S"
845	1009.50588235294	27.9542342444555	1018.93367483367	14.1552070601002	6.01659757412046	0.990829289246559	109.042802339476	320.126270872802	"1WK_1_R"	"1WK"	"NO"	"2018"	"16S"
964	1206.25	35.2055551298109	1253.22735069673	17.2411351181453	6.23676391813293	0.996123859327607	257.988572788954	393.592492126018	"1WK_2_B"	"1WK"	"LO"	"2018"	"16S"
826	968.44375	25.4853224721734	978.535185424412	13.7389855391559	6.1803164186972	0.996389274149865	276.952624349104	309.118148283397	"1WK_2_R"	"1WK"	"LO"	"2018"	"16S"
933	1166.14516129032	35.5437637075657	1180.22228321816	16.0798080973562	6.22524240934997	0.99554181534972	224.306545924968	373.684109276547	"1WK_3_B"	"1WK"	"HI"	"2018"	"16S"
857	990.8	23.5077265194254	1019.06762174736	14.0100335304138	6.19559067206471	0.996404269337563	278.107593109422	327.178644059237	"1WK_3_R"	"1WK"	"HI"	"2018"	"16S"
807	933.093167701863	23.2517070091384	939.0838897069	13.0432706954113	6.06234382176327	0.994789172274867	191.908090758163	298.301757157053	"1WK_4_B"	"1WK"	"NO"	"2018"	"16S"
979	1158.08372093023	28.118956404652	1187.28076458943	15.5622135403468	6.3120302108549	0.995140982447787	205.802919881306	403.426845003463	"1WK_4_R"	"1WK"	"NO"	"2018"	"16S"
1000	1291.49541284404	40.4251010112808	1341.37062908394	18.5344572693383	6.20946370109932	0.993899034863581	163.908492777736	417.419232856939	"1WK_5_B"	"1WK"	"LO"	"2018"	"16S"
986	1213.25663716814	33.1712922767761	1260.31101521416	16.9881068630312	6.11340776985673	0.989663355729223	96.7431957416893	408.061734903357	"1WK_5_R"	"1WK"	"LO"	"2018"	"16S"
990	1304.64248704663	44.3042296515764	1317.25666632815	18.0819083079843	6.23231940633454	0.994357426216756	177.224089292285	410.723337433278	"1WK_6_B"	"1WK"	"HI"	"2018"	"16S"
932	1117.56603773585	28.968128395648	1163.04459364919	15.8053461248846	6.24338959989842	0.996147966975521	259.603174127863	373.051128251706	"1WK_6_R"	"1WK"	"HI"	"2018"	"16S"
920	1142.70491803279	34.4724821201273	1159.97543105591	16.090172604733	6.24331202877734	0.996253163984604	266.891851122125	365.499841082776	"1WK_7_B"	"1WK"	"LO"	"2018"	"16S"
851	1094.55405405405	39.0767980199301	1071.08075050864	15.1535383918078	6.12835644802204	0.99603423424421	252.158110584334	323.642737821874	"1WK_7_R"	"1WK"	"LO"	"2018"	"16S"
991	1248.46700507614	37.7634510382945	1259.3586335296	16.6302466093279	6.3566907770532	0.99672193662157	305.058165311939	411.390230624332	"1WK_8_B"	"1WK"	"NO"	"2018"	"16S"
674	748.634146341463	16.8700225917549	753.986397051477	11.5569682843841	5.85129941160044	0.993447795061462	152.62037884656	227.767074349219	"1WK_8_R"	"1WK"	"NO"	"2018"	"16S"
871	1083	34.1131228181087	1089.11302968239	15.4703204207392	6.1103536507475	0.99426330257705	174.316322837495	335.505137804286	"1WK_9_B"	"1WK"	"HI"	"2018"	"16S"
985	1302.77894736842	44.8391039228646	1311.85528978185	17.9516926827111	6.29106896654023	0.996540148807629	289.029771628605	407.397824522824	"1WK_9_R"	"1WK"	"HI"	"2018"	"16S"
850	1005.82840236686	26.8851140521611	1016.3931060877	14.0977666997198	6.19077001089136	0.996414765968952	278.921819702722	323.055312183072	"24H_1_B"	"24H"	"NO"	"2018"	"16S"
875	1016.25	24.6205290345488	1032.2732177539	13.7394703419862	6.24151408387129	0.996378892866074	276.158634090402	337.903798584335	"24H_1_R"	"24H"	"NO"	"2018"	"16S"
825	981.75	28.306351509099	971.539199057268	13.4318526655508	6.20211177694381	0.996504391052348	286.073189242699	308.544104824498	"24H_2_B"	"24H"	"LO"	"2018"	"16S"
822	992.675159235669	29.3163705607757	1002.88004014819	14.0964112046633	6.01254644587897	0.993086987775923	144.65474204098	306.825157088682	"24H_2_R"	"24H"	"LO"	"2018"	"16S"
847	1018.84375	29.3265159790692	1027.20141067128	14.484476588909	6.15925332609673	0.996110825049069	257.123943411336	321.296271478683	"24H_3_B"	"24H"	"HI"	"2018"	"16S"
972	1197.00495049505	33.8700470098867	1228.51553790927	16.6975801104519	6.33305995402113	0.996723551487938	305.208519626826	398.82098476385	"24H_3_R"	"24H"	"HI"	"2018"	"16S"
605	668.776595744681	15.9953791789359	667.237095593736	11.258466040559	5.87347259368234	0.995213420739129	208.917463913054	194.598320138991	"24H_4_B"	"24H"	"NO"	"2018"	"16S"
1029	1272.04504504505	35.0472159506522	1311.95526834106	17.0554558552269	6.35244149995807	0.995159438063415	206.587584892172	437.179544851459	"24H_4_R"	"24H"	"NO"	"2018"	"16S"
776	928	27.508969061104	934.633795256254	13.8653363814324	6.00736967052861	0.994569319753691	184.138994498842	281.059357134468	"24H_5_B"	"24H"	"LO"	"2018"	"16S"
813	960.56862745098	26.4545872885376	964.940503746311	13.4261623874879	6.04981062972441	0.993469480409825	153.127172530733	301.696866131545	"24H_5_R"	"24H"	"LO"	"2018"	"16S"
809	918.324675324675	21.1583037051428	925.071622634186	12.564977186188	6.1851513028664	0.996476707628906	283.82543787854	299.431319480849	"24H_6_B"	"24H"	"HI"	"2018"	"16S"
860	975.604790419162	21.6309190149834	980.26512231312	12.6348495902176	6.24389924570498	0.995990978895081	249.437449648981	328.953911746135	"24H_6_R"	"24H"	"HI"	"2018"	"16S"
885	1096.55494505495	33.202417910218	1121.79658745074	15.7394755386982	6.12254998176835	0.995007294582077	200.292209592459	343.938931814197	"24H_7_B"	"24H"	"LO"	"2018"	"16S"
859	1043.68181818182	31.2722252306668	1033.62675463834	14.2638736227821	6.22014029180624	0.996599091430043	294.039072039072	328.361613043329	"24H_7_R"	"24H"	"LO"	"2018"	"16S"
1020	1259.27884615385	35.2172592664632	1267.13627909313	16.2410851677932	6.4022401475581	0.996779956463203	310.55480727898	430.99214222608	"24H_8_B"	"24H"	"NO"	"2018"	"16S"
762	855.655405405405	19.0755979783216	867.889030307887	12.391024945836	6.10855819412356	0.996269889386268	268.088564537077	273.435071606996	"24H_8_R"	"24H"	"NO"	"2018"	"16S"
798	921.479532163743	22.5749658070445	945.766662025753	13.2977210679762	5.95730237928852	0.992401592350516	131.606521541124	293.244395520297	"24H_9_B"	"24H"	"HI"	"2018"	"16S"
885	989.188481675393	19.4658836710166	1010.68877812082	12.9960719056987	6.31233326116425	0.996908453687017	323.462726662189	343.938931814197	"24H_9_R"	"24H"	"HI"	"2018"	"16S"
916	1087.01477832512	27.5532352755489	1122.47972003035	15.3664478288381	6.22066488352495	0.995514131926277	222.922293648753	363.000920132745	"4WK_1_B"	"4WK"	"NO"	"2018"	"16S"
1019	1286.64573991031	37.6560177771332	1325.82911878002	17.7068834218341	6.33221510059701	0.996302878799204	270.480718831898	430.307718061725	"4WK_1_R"	"4WK"	"NO"	"2018"	"16S"
857	1042.2875	31.0426119511267	1045.20917912474	14.4905239430081	6.17870683386967	0.996076566812558	254.878814605751	327.178644059237	"4WK_2_B"	"4WK"	"LO"	"2018"	"16S"
1553	2623.36363636364	99.9359835641654	2920.9875688316	35.0375970740957	6.7381202440192	0.997082051821523	342.706565995968	898.051292387596	"4WK_2_R"	"4WK"	"LO"	"2018"	"16S"
908	1095.87128712871	29.5825495539958	1130.9211762313	15.4125758091147	6.12817783471137	0.994729076176476	189.72006302521	358.030182092208	"4WK_3_B"	"4WK"	"HI"	"2018"	"16S"
814	973.32298136646	27.6636474694175	988.926544913167	14.4146851722542	6.08652939309303	0.995556003104235	225.022659433644	302.264567218193	"4WK_3_R"	"4WK"	"HI"	"2018"	"16S"
805	956.2	26.8533222290373	963.186731306303	13.6395845654939	6.08234003581548	0.995637092465403	229.204949238579	297.174230245831	"4WK_4_B"	"4WK"	"NO"	"2018"	"16S"
846	999.554913294798	26.4411333394834	1013.71901602621	14.1430299589582	6.08547816317028	0.994071940912501	168.689276749752	320.711002098576	"4WK_4_R"	"4WK"	"NO"	"2018"	"16S"
906	1117.24873096447	32.5027961723103	1159.30985043255	16.2724468896109	6.16193381751867	0.995647473749194	229.751629829862	356.793125190491	"4WK_5_B"	"4WK"	"LO"	"2018"	"16S"
935	1146.24873096447	32.5027973082958	1173.20313388956	15.9796844598618	6.29291484027741	0.99671397763733	304.319292333614	374.951788590646	"4WK_5_R"	"4WK"	"LO"	"2018"	"16S"
846	1017.94736842105	28.8535604075246	1040.93962203994	14.6947820292461	6.06092576513782	0.994050486259333	168.080963182691	320.711002098576	"4WK_6_B"	"4WK"	"HI"	"2018"	"16S"
883	1066.01807228916	30.4668101796243	1072.93666317192	14.7334536026342	6.20653197578124	0.995974830231406	248.436726272352	342.727494996774	"4WK_6_R"	"4WK"	"HI"	"2018"	"16S"
920	1112.78865979381	30.4624931900799	1136.8893335755	15.3255620101092	6.15320373145548	0.993112594942608	145.192564059622	365.499841082776	"4WK_7_B"	"4WK"	"LO"	"2018"	"16S"
980	1202.49275362319	33.3764415668613	1240.06486069212	16.5006712554959	6.34118419240494	0.996490318645432	284.926151115785	404.087191166507	"4WK_7_R"	"4WK"	"LO"	"2018"	"16S"
880	1021.03157894737	24.2812294720913	1047.74719550325	14.1523769973796	6.21779180430113	0.995782776481271	237.122835808649	340.91447913417	"4WK_8_B"	"4WK"	"NO"	"2018"	"16S"
577	630.171875	15.3157934086206	615.251020492439	10.8019057124406	5.94566882383446	0.996311068478639	271.081204465151	181.780263137486	"4WK_8_R"	"4WK"	"NO"	"2018"	"16S"
968	1200.03645833333	35.1239661887372	1209.57737152028	16.0859901575846	6.33835683463901	0.996583173461563	292.669232327324	396.202038590241	"4WK_9_B"	"4WK"	"HI"	"2018"	"16S"
883	1070.70224719101	30.5083153276753	1093.68008055706	15.3801810768085	6.16595248202543	0.995532472194308	223.837442875216	342.727494996774	"4WK_9_R"	"4WK"	"HI"	"2018"	"16S"
999	1257.5	37.250679923167	1274.38227560188	16.9812267120011	6.24364706650621	0.994824930030147	193.234102306921	416.746941365355	"PRE_1_B"	"PRE"	"NO"	"2018"	"16S"
968	1215.31351351351	37.2325089800558	1222.94563256805	16.269945875784	6.35296010780986	0.996950440212572	327.916181254255	396.202038590241	"PRE_1_R"	"PRE"	"NO"	"2018"	"16S"
1084	1494.11453744493	52.0456962748661	1555.13787529331	20.7247892400632	6.31553203858628	0.99569488161184	232.281649385098	476.089433653497	"PRE_2_B"	"PRE"	"LO"	"2018"	"16S"
612	649.978723404255	11.0383962189961	650.428048790095	10.3097154622068	5.94894086254138	0.995944609160814	246.58535752887	197.860184328745	"PRE_2_R"	"PRE"	"LO"	"2018"	"16S"
1414	2376.59271523179	94.2578921815484	2729.31045723075	35.2453157992308	6.52683523389445	0.996311760564225	271.132071931196	754.048903114211	"PRE_3_B"	"PRE"	"HI"	"2018"	"16S"
908	1053.94736842105	24.9003959239356	1072.18678507731	14.1330688146953	6.29920015819522	0.996821942988758	314.657665505226	358.030182092208	"PRE_3_R"	"PRE"	"HI"	"2018"	"16S"
949	1165.825	33.0204152538046	1196.68382262567	16.3552428731858	6.25660238145118	0.995974714883808	248.429607129553	383.88992467985	"PRE_4_B"	"PRE"	"NO"	"2018"	"16S"
834	999.770833333333	29.317184823905	985.187690567711	13.321306825617	6.18199213368139	0.996192491148225	262.638916659093	313.72964227824	"PRE_4_R"	"PRE"	"NO"	"2018"	"16S"
639	706.8	16.6852977364735	700.429001085894	10.9105494142705	5.91546428353553	0.994816971045907	192.937374816397	210.658504206928	"PRE_5_B"	"PRE"	"LO"	"2018"	"16S"
902	1092.88622754491	31.4028890774245	1080.20383589765	14.3557491838207	6.24560402524362	0.996020623227684	251.295631757442	354.32574185507	"PRE_5_R"	"PRE"	"LO"	"2018"	"16S"
755	830.041958041958	16.3837977578846	838.569421487755	11.7836406332872	6.12893829185964	0.996246589171537	266.424339274739	269.660463377537	"PRE_6_B"	"PRE"	"HI"	"2018"	"16S"
1602	2852.94801223242	113.780717194554	3235.91711722751	37.5863435561321	6.78361148709643	0.997423942101043	388.190032687055	953.328324849077	"PRE_6_R"	"PRE"	"HI"	"2018"	"16S"
864	1028.9298245614	27.9674265586091	1041.26656161867	14.2223586896138	6.16033488513856	0.995732023538292	234.303072889922	331.3285433182	"PRE_7_B"	"PRE"	"LO"	"2018"	"16S"
886	1054.44318181818	28.2096513381803	1063.7855596644	14.6517684678956	6.23296603253887	0.996507390089888	286.318834836025	344.545479259823	"PRE_7_R"	"PRE"	"LO"	"2018"	"16S"
773	898.189189189189	23.598187957138	907.895789122958	13.2382000810292	6.069475780696	0.995688998884358	231.964681329266	279.417124698417	"PRE_8_B"	"PRE"	"NO"	"2018"	"16S"
839	1001.18181818182	28.3491077790232	1000.09410314412	13.8458846518264	6.16388611854787	0.996001244831274	250.077826174748	316.6291644872	"PRE_8_R"	"PRE"	"NO"	"2018"	"16S"
777	903.040816326531	23.7558338925409	908.280730766467	12.7791242027169	5.93295437448756	0.992348878498377	130.699793460071	281.607796184423	"PRE_9_B"	"PRE"	"HI"	"2018"	"16S"
357	364.037037037037	4.38567937164557	363.181844148391	9.28876809711928	5.52842662371418	0.994752145696012	190.554070687533	93.4903319533438	"PRE_9_R"	"PRE"	"HI"	"2018"	"16S"
152	159.555555555556	4.98302783579038	159.991606624219	6.11267062066619	3.68761866168638	0.923844391987694	13.131009338648	32.3340485705705	"1WK_1_B"	"1WK"	"NO"	"2017"	"ITS"
85	90.5	4.33836940857164	92.6999919530056	4.7662477089028	2.97569101087449	0.911077068203177	11.2456930939351	15.683362167328	"1WK_1_R"	"1WK"	"NO"	"2017"	"ITS"
157	159.4	2.37635698537853	159.881206192608	6.2410226331518	4.20557369974816	0.968684778723422	31.9333525114812	33.6891629845099	"1WK_2_B"	"1WK"	"LO"	"2017"	"ITS"
163	180.25	9.29732214626508	175.709311813492	6.32489288902367	4.04912687696324	0.969920554512962	33.2452937149703	35.3347209159819	"1WK_2_R"	"1WK"	"LO"	"2017"	"ITS"
125	134.5625	6.03685311351463	134.925437849791	5.48294812899139	3.07433132053306	0.884378391265082	8.64890231974433	25.2772523861703	"1WK_3_B"	"1WK"	"HI"	"2017"	"ITS"
